null,17,6,Sandwiches (Veggie & Chicken)! Will be in a refrigerator at FoodShare.
null,18,6,Fresh produce is on its way!!  Thanks to Better Me Wellness!   (Take as many as you want. But please make sure you consume them in timely manner and it does not end up in trash. :) )
null,17,3,ANNOUNCEMENT:  Hello everyone! Have you ever wondered:  i) What kind of meals can you make from the items available at FoodShare?  ii) What would be a balanced diet and healthy eating solutions  iii) From whom do we receive our donations?   If you did wonder then we have an exciting news! We will be publishing materials like healthy eating, nutritions, recipes etc from now on with the collaboration of Health Sciences and Technology Student Association (HSTSA) and RIT Student Dietetic Association. So don't miss out and like the RIT FoodShare page for all the updates.   https://www.facebook.com/RITFoodShare/
null,16,2,A variety of sandwiches and fruit available outside the GCCIS Dean's Office. Available until it's all gone!
null,16,2,OCASA is holding a free Thanksgiving Dinner this Thursday. This event open to everyone on campus. Please RSVP so we can get a head count.
null,15,6,More fresh produce for the weekend! Come get them when we open at 5 pm.  Thanks to Better Me Wellness!
null,14,6,Free sandwiches in campus center!!!
added_photos,20,4,First floor of SDC by the stairs!  Pizza, wraps, salad, and wings.
added_photos,16,6,Fruit in front of the SLT office! (First floor of SDC) Apples, bananas, and oranges
added_photos,14,6,Free pizza in Gosnell 1st floor!
null,11,6,Is there a foodshare meeting today?
null,12,5,We have sheet pizza left in the 1829 room of the Student Union!  Come and get it!
added_photos,12,4,Free sandwiches in the SG room!
null,15,3,Pizza at the Welcome Desk in the Campus Center  (next to the gumball machine). Here until it's gone!
null,18,2,Fresh picked up from garden!! We're open till 7 pm tonight.
null,14,6,We got lots of popcorn and bagels for everyone. Please consider bringing a container to take popcorns.
null,16,6,More fresh produce!   We will be open 5-7 pm today.
null,18,3,More Fresh Produce at FoodShare!
null,15,2,Free chips (expired Oct 18th).   SDC 1200
null,13,2,null
null,19,1,Good evening! We have received leftover pasta and pastries at FoodShare. It is going in refrigerator and you can come get it tomorrow when we open at 10 am.  Location: 113 Riverknoll  Thank you  RIT Student Government for donating the food and helping reduce the food waste on campus!
added_photos,16,7,MOSAIC center!!!
null,11,7,We just got some awesome Indian food leftovers from a local Hindu temple this morning. There is chana masala and rice in the Riverknoll foodshare! Stop by and grab some for now or later.
null,11,7,Come to the One SpiRIT party in the SAU 1829 room! Happening now...baked potato bar, soup, cookies, brownies - hot chocolate!
null,15,6,#freshProduceFriday   Where: 113 Riverknoll (next to laundry room) When : 5 pm - 7 pm  Thank you Better Me Wellness for donating them!  And some m&m's cookies thanks to DAS (Department of Accessibility Services)
null,13,4,Free bagels and coffee outside the Gordon atrium in building 9.
null,17,3,On our processing table... Will be on the shelves soon!  (Thanks to our caring faculties and staff members!)
null,10,3,There are Apples, donuts, and cookies available at the FoodShare. Come and stop by 😊
null,17,2,Hello fellow Tigers! We have received Chocolate Milk, Yogurt and lots of Apples through donations.   We're open till 7 pm today.  Location: 113 Riverknoll Apartments next to Riverknoll laundry room.
added_photos,17,7,Pasta, potatoes, chicken, and salad in the bamboo room until 6:30!
null,12,7,Good afternoon! We have received bagels, crossaints at FoodShare. Get them before they're all gone!
null,16,6,Thinking doing a grocery run? You may find some items here at FoodShare! We have received two boxes of Fresh Produce courtesy of Better Me Wellness. Come get Aimed, Pears, Carrots, Lettuce at FoodShare!   We are open today 5 pm - 7 pm.
added_photos,13,6,Soda, yogurt, and fruit! All in front of the SLT office (first floor of SDC)
null,14,4,Fresh Produce on Foodshare table!
added_photos,17,4,ALL FOOD HAS BEEN COLLECTED! Refreshments courtesy of CAST located in Golisano Institute of Sustainability, first floor! Building 81.
null,13,7,Hello everyone! Tonight we will have free pizza at a thesis film shoot. You just need to be an extra for the entirety of the shoot. Contact Alexis Cruz if you're interested!
null,17,6,Can't make to Farmer's Market on weekend? We bring you fresh produce on campus!! Check out the video what we got here: Peppers, Potatoes, Lettuce, Cilantro and a lot more... Come to FoodShare to get them.
null,17,6,We have also got Rice Laddus (Rice Balls) in snacks! We're open till 7 pm today.
null,11,6,It's Friday and we have got novelty of items going on FoodShare shelves! Come get them for free!  Did anyone spot Nutella and Lindt chocolate bar on cart? 😍
null,11,6,Free pizza at this event- come join us!  https://www.facebook.com/sharon.kompalla/posts/10101897658359475
added_photos,21,5,Free pepperoni and cheese pizzas in front of SLT office, first floor of SDC!
null,15,5,Hey Tigers! RIT FoodShare is asking for your help. We are looking for various groups on campus who might be interested in hosting a food drive for FoodShare. Please email me on rxprla@rit.edu if you or your is interested in organizing a food drive for FoodShare. Come join this noble cause to reduce the food waste on campus and eliminate food insecurity amongst our fellow Tigers.   Thank you!
added_photos,14,5,Gluten-Free chocolate cake in SLT office! (First floor of SDC)  Come help yourself, and if you know who Debbye is then tell Debbye happy birthday! *big smiles*
null,13,5,Fresh healthy food at Foodshare!
null,17,4,Cupcakes, donuts and Apple cider iat campus center front desk!!
null,0,4,If you like FoodShare and its initiative to reduce food insecurity and food waste on campus, please consider donating to RIT FoodShare on ROAR DAY. Even smallest amount donated by you will go for a noble cause. Help your fellow tigers in need!   How to: Please select 'other' under designation while making a gift and in comments please mention 'RIT FoodShare'.
null,18,3,We received donations of fruits during our food drive at corner store. Thank you Phi Sigma Pi for doing a great job and thank you all Tigers who donated to RIT FoodShare!
null,14,3,Phi Sigma Pi is hosting a food drive for FoodShare from Oct 3 - Oct 7 outside Corner Store.   Tuesday:          7:30-10pm Wednesday:    6-10pm  Thursday:        6-10pm Friday:              6-8pm  Stop by the Corner Store to help support the Food Share!
null,12,1,Free coffee and bagels at the campus center!
added_photos,16,6,Salad, dressings, oranges, grapes, and apples! We also have tea bags (Earl Grey and Rooibos herbal) with cups.  On table in front of SLT office (first floor of SDC).
null,18,5,We're excited to accounts that Foodshare has a refrigerator now and healthy food items!   Stop by during open hours to get Yogurt and 2% reduced fat milk while it lasts!
null,15,5,Raise Our Annual Responses (ROAR) Day is less than one week away! On Wednesday, Oct. 5 ROAR Day will officially kick-off the Fund for RIT’s 2016-2017 annual giving efforts. Each year, student, faculty and staff giving provides for scholarships, faculty research, clubs and activities as well as facility improvements across campus. As a member of the RIT community, your personal support—no matter the amount—makes a critical difference in the success of our students and the university.  Last year, approximately 2,400 members of our RIT family—alumni, students, faculty and staff—came together and contributed more than $123,000—in just one day. Let’s beat that number this year!  The ROAR Day Matching Gift Challenge is on! Every RIT student, faculty and staff gift from $5 to $40 made on ROAR Day will be matched, up to $40,000 total. The Board of Trustees will match even a $5 donation - PLEASE CONSIDER GIVING TO THE RIT FOODSHARE FUND! Help fellow Tigers in need!  Don’t miss the opportunity to ROAR on Oct. 5 between 12:00 a.m. and 11:59 p.m. To make your ROAR Day gift, you can give online or complete a form at a ROAR Day table.
null,17,4,There is a new Veggie tray, fruit tray and some brownies at Food share now! Come help yourself!
null,13,3,It's a beautiful sunny day on campus and we are at Farmer's Market at Global Village! Come stop by to get some free canned items, shampoos, deodarents and learn more about FoodShare!!
null,14,2,We have got some ready to cook spice mix (Indian Food) on FoodShare processing table which will be on shelves soon!  Where: 113 Riverknoll Apartments (next to laundry room) When: 10 am - 3 pm && 5 pm - 7 pm
null,14,2,Come get FREE professional clothing at the Career Clothing Open House in Bamboo Room until 400pm!
null,14,2,Fresh picks from gardens at FoodShare!
shared_story,19,6,Do you love RIT FoodShare? Do you like our initiative to reduce food waste and food insecurity on campus?   To serve the RIT community even better we need volunteers' support and we are asking for your help. If you are interested in volunteering, this is a perfect opportunity to contribute and make a difference! Here are some of the areas we could use help from volunteers:   1. Social media & marketing  2. Food Processing 3. Gardening  4. Photography & Videography  5. Designing   Signup Link: 
null,16,6,KGCOE has cookies and beverages in Erdle Commons!! we are meeting our new Dean!
null,15,6,null
null,12,5,Intuit has extra pizza available now in the Golisano Atrium.
null,9,5,I have a bag of fresh Sea Breeze grown tomatoes I'll be dropping off at 10:00 if anyone is interested
null,21,4,Cake and stuff in the Ellingson TV Lounge! Get it until it's gone
added_photos,20,4,Dibellas from Intuit workshop w/ WIC  room 2400
null,19,3,A lot of pizza available at the sse (1st floor of golisano) courtesy of blackbaud.
null,19,3,Lots of Pizza is available in atrium at Golisano Computer and Information Science building.
null,14,1,Welcome to moes!! We have left over moes in the campus center.  Check with the welcome desk staff to access the food that will be in their fridge. Come until 10:30pm
added_photos,13,7,Free DiBellas, fruit, and snacks in Student Innovation Hall right now through 5pm.
null,17,6,S.O.S: Stock our Shelves
added_photos,21,5,Veggies, a sub, tomatoes, and lettuce! Plus plates and napkins.  In front of SLT office (first floor of SDC)
null,15,4,The RIT FoodShare Center harvested some incredibly large zucchini this morning from our garden - stop by today and pick one up.  Here is a 'cooking light' recipe you could make with this vegetable:  Zucchini Bread • 3 cups all-purpose flour • 1 teaspoon baking powder • 1 teaspoon ground cinnamon • 1/2 teaspoon salt • 1/4 teaspoon baking soda • 1/2 cup egg substitute • 1/3 cup canola oil • 1 teaspoon grated lemon rind • 2 teaspoons vanilla extract • 1 large egg, lightly beaten • 1 1/2 cups sugar • 3 cups shredded zucchini (12 ounces) • 1/4 cup coarsely chopped walnuts, toasted • Cooking spray  Preheat oven to 350°. Lightly spoon flour into dry measuring cups; level with a knife. Combine flour and next 4 ingredients (through baking soda) in a large bowl. Combine egg substitute and next 4 ingredients (through egg) in a large bowl; add sugar, stirring until combined. Add zucchini; stir until well combined. Add flour mixture; stir just until combined. Stir in walnuts. Divide batter evenly between 2 (8 x 4-inch) loaf pans coated with cooking spray. Bake at 350° for 1 hour or until a wooden pick inserted in center comes out clean. Cool 10 minutes in pans on a wire rack; remove from pans. Cool completely on wire rack. Nutritional Information: Amount per serving • Calories 150  • Calories from fat 26 %  • Fat 4.3 g  • Sat fat 0.4 g  • Mono fat 2 g  • Poly fat 1.6 g  • Protein 2.7 g  • Carbohydrate 25.3 g  • Fiber 0.6 g  • Cholesterol 9 mg  • Iron 1 mg  • Sodium 96 mg  • Calcium 21 mg
null,19,3,Fresh out of garden! Get them tomorrow.   Where: 113 Kimball Drive When: 10 am - 3 pm && 5 pm - 7 pm
null,19,3,We have got some Greek Yogurt donated today from Farmer's Market.   Perfect healthy food!  Where to get them? : 113 Kimball Drive When : 10 am - 3 pm && 5 pm - 7 pm
null,13,7,Probably Largest zucchini produced so far!  Hours for Saturday: 10 am - 5 pm
null,17,7,Free pancakes, snacks and drinks will be in Gleason A055 from 6:00pm - 10:00pm tonight for IVCF's Pancake Dinner.  Stop by any time!  Chocolate chip, regular, and lots of goodies.  :)
null,17,6,There are chicken, filafel, and veggie wraps + pita bread coming to the campus centre in a matter of minutes!
null,12,6,Dinosaur BBQ in Campus Center Room 2610 - here until 1pm. Come on by!
null,12,6,Planning for barbeque on weekend? We just picked some fresh peppers from our garden!
null,18,4,Hello everyone!   We have received at least 100 corns through donation.   Take as many as you want as they won't be counted towards 5 items limit.   Not sure what how to cook it? You can boil/grill it. You can also store it in deep freeze and they are good for few months!  Note: PLEASE CONSIDER BRINGING BAGS. WE'RE OUT OF BAGS TEMPORARILY.
null,11,6,null
null,14,5,Where is foodshare located?
null,8,5,Pic is from yesterday but we got same amount of items this morning too!   Where: 113 Riverknoll When: 10am-3pm & 5-7pm  NOTE: WE'RE TEMPORARILY OUT OF BAG SUPPLY. PLEASE BRING A PLASTIC BAG WITH YOU WHILE YOU VISIT. IF YOU'VE GOT EXTRA AT HOME PLEASE CONSIDER BRINGING THEM TO FOODSHARE.
null,7,4,Again! Table is full of breakfast items! Come get them!   And yes we still have some Canada Dry ginger ale left.   Where: 113 Riverknoll When: 10 am - 3 pm & 5 pm - 7 pm
null,8,3,Good morning! Feel like having bagels? We have got them.   Where: 113 Riverknoll When: 10 am -3 pm & 5 pm - 7 pm
null,20,6,SAISD is hosting an event at ritchies,  there is pizza and you get to play Mario kart while wearing beer goggles!  Drop by,  food will be here until 10:00pm
null,12,2,Fall Semester RIT FoodShare Hours: Monday - Friday: 10am-3pm & 5-7pm Saturday: 10am-5pm Sunday: CLOSED
null,11,6,Hello Everyone! Surprise! Again we have got bagels, 🍩, muffins today. Come get them before they're all gone.   Where: 113 Riverknoll When: 10 am - 3 pm & 5 pm - 7 pm
null,10,5,Do you guys take canned goods? I have some that I'd like to donate (recently bought a few weeks ago).
null,10,5,RIT FoodShare will be closed on Monday, September 5th as RIT is closed for the Labor Day holiday.  Please stop by on Saturday, 9/3 from 10am-5pm- the Center will re-open on Tuesday, Sept, 6th at 10am.
null,8,5,Guess what's on Foodshare table... Muffins, Bagels, Cookies! Come get it while it lasts!!  Note: All visitors are required to pick up items using paper napkins provided at table.   * Best if used by end of the day.
null,14,2,FoodShare has a large surplus of ginger ale and root beer that needs to go in the next two weeks. Stop by and pick some up today. They don't won't count towards the 5 item limit.
null,13,3,Fresh from Garden!   P.S. And yes we still have  Canada Dry ginger ale in stock! Get them before they are gone!
added_photos,16,7,Leftover Chinese and breakfast foods! First floor of SDC in front of SLT office
null,13,6,Just picked from a garden: Zucchini, cucumbers and peppers! Come and get it. We're open 10 am - 3 pm and 5 pm -7 pm today.
null,18,4,Free ice cream in fireside lounge. Sponsored by the intervarsity Christian  fellowship.
null,17,4,null
null,13,3,Today's harvest from the garden!
null,13,2,There's free food outside res hall A. Sponsored by KDR.
null,6,2,Happy first day of Fall semester!  The RIT FoodShare Center will be open today from 10am-3pm and 5-7pm.  We will begin scanning RIT IDs today at the Center in lieu of using paper surveys which has been a request from our users.  IDs will provide us demographic data for assessment purposes only.
null,17,7,null
null,16,7,All things free at Goodbye, Good Buy Sale until close!
null,16,7,Everything is FREE for last hour!! Spread the words!
null,14,7,Check this out - free items!
null,7,7,Stop by the RIT FoodShare table at the Get Involved Fair today in the Gordon Field House from 1-4pm - learn how you can become a part of the FoodShare Volunteer Corps!
added_photos,12,6,Free sweets at the Center for Women & Gender.
null,20,5,A couple slices of cake available on the 4th floor of Sol! Come get in! We're in the lounge.
null,16,5,An additional tray of sandwiches is in the GCCIS atrium for the taking!!
null,9,4,FREE CUPCAKES today in RIT FoodShare Center...2-8pm!  Chocolate and Vanilla- over 15 dozen!  Stop by today to get some!  Thank you Parent and Family Programs!
null,20,3,Free cupcakes in the Brick City Cafe-come get them!  Available for the next 15-20 minutes.  Bring some friends!
null,18,3,So much stuff I don't even know what it all is! But it's all fresh I know that! Commmme and gettt itttt!
null,12,2,Come and get it!
null,12,7,Fresh crop today
null,15,4,Mmmmmmmmmmmmmmmmm.  That's right, freshly picked today. Come get some!
null,10,3,Stop into the FoodShare today between 2pm and 8pm for some perfectly ripe, freshly picked tomatoes! They are delicious.
null,14,2,Come get FREE fresh vegetables at the RIT FoodShare Center- 113 Riverknoll until 5pm!  More harvested every day!
null,18,5,Students moving out of Park Point :  If you have any non-perishable, unopened food items (even if its beyond 'sale by' date) that you may want to throw out, please consider bringing it to Park Point leasing office and RIT FoodShare will contact it.  Thanks.
null,13,5,Stop by the FoodShare Center Garden...lots of herbs and tomatoes, cucumbers, peppers, beans, and squash ready for harvest.  Stop in and see the staff member inside first to see if there are items already picked, or for assistance in selecting something fresh from the garden.   Hours today are 10am-1pm and 5-8pm The FoodShare Center is open to RIT students, staff and faculty in need
null,15,6,These delectable pickings are available today at the Food Share!  Come enjoy!
null,11,4,what types of food available today in FoodShare? Opening Hour?
null,16,4,Our first harvest at the FoodShare Garden!  Please come tonight until 8pm for fresh picked cucumbers and tomatoes!!!  More vegetables will be ready for picking soon!
shared_story,12,4,Cool article with a coupon code for Blue Apron. Perfect if you love cooking but not grocery shopping, like me. 
null,8,6,The FoodShare Garden is progressing nicely...tomatoes, squash and beans will be available soon!  Stop by today for fresh herbs- lots of mint, basil and dill ready now!  We are open 10am-1pm and 2pm-5pm.
null,15,4,We just got 4 bunches of bananas donated to FoodShare. We are open until 8 pm today. First come, first serve.
null,16,5,FREE Delicious wraps, veggies and hummus,  chocolate chip cookies and ice cream novelties available at RIT FoodShare Center from 5-8pm courtesy of RIT Staff Council!  Bring your own to-go container.
null,14,6,We're going bananas over here. Come and get them while they last! We're open until 5 today.
null,10,6,Still some cut up veggies and ice cream novelties available today in the FoodShare Center...stop by today until 1pm or between 2-5pm!  Compliments of RIT Staff Council!
null,16,3,RIT FoodShare Garden is progressing nicely...keep watching for updates on when fruit, veggies and herbs are available!
null,16,7,Nectarines, Tomatoes, Carrots, Canteloupe, Sandwich Rolls, and Oranges outside of Cornerstore courtesy of efforts made by the Flower City Pickers! Get yours before they're gone!
null,17,5,null
null,17,4,Don't miss out on free ice cream from Read's between 6:30-7pm today - look for the Read's Ice Cream truck in the parking lot by S lot and building 1 of UC...you cant't miss it!  Brought to you by the Center for Residence Life - happy summer!🍨
null,18,7,EDIT: THEY ARE ALL GONE!  I came into possession of about 1,000 avocados and these babies have to move.  They are on the bench outside of the corner store and will be there until they're gone or Monday and I'll compost them. They should be good for a couple more days so get these guacamoles out of here soon. They may be soft or darker on the inside but they are OK to eat,  just not as flavorful.   Also there's boxes of bread,  rolls and tortillas.  If you guys think this is crazy, I actually left about 36 more boxes because I couldn't fit them. This is all from the Public Market and on Saturdays vendors just throw out what they can't take back- including the bread, perfectly good fruits/veggies, etc.  If you like free food and stopping waste, contact Evan Zachary, Kevin Kane and go to the Market on Saturdays with Flower City Pickers every week!
null,10,2,Stop by the RIT FoodShare Center today - open 11am-5pm!
null,19,3,FoodShare Center Hours extended to 9pm tonight! Stop on by to gander at all the goodies.
null,20,6,There are plenty of sandwiches (turkey and vegetarian) along with toppings, salad, chips, chocolate chip cookies, and drinks available to anyone who wants it. Come and get them in the SDC lobby.
null,13,4,Whatever your summer need you can find it at the RIT FoodShare Center!  Summer FoodShare Hours Monday: 11am-5pm Tuesday: 10am-1pm & 5pm-8pm Wednesday: 2pm-8pm Thursday: 10am-1pm & 5pm-8pm Friday: 10am-1pm & 2pm-5pm Saturday: 10am-4pm
added_photos,14,4,After 3pm today- lots of chocolate chip cookies available at the RITreat in Monroe Hall.
null,8,4,Stop by the FoodShare Center today- 9am-2pm and 5pm-8pm...we will still be open during the Campus Electrical Shutdown beginning at 5pm.
null,20,1,RIT FoodShare Center hours for the week of 5/23 - 5/28 Monday: 1pm-8pm Tuesday: 1pm-3pm Wednesday: 9am-2pm & 5pm-8pm Thursday: 10am-3pm Friday: 10am-3pm & 5pm-8pm Saturday: 10am-2pm Sunday: CLOSED
null,16,7,null
null,15,7,The FoodShare center still has bagels and donuts from this morning. These are the last donuts/bagels we will have this year. Stop by before 5 to pick some up or they are going in the garbage!
null,10,7,The FoodShare Center has had a huge influx in donations with the end of the school year. If you are interested in volunteering stop by today between 1030 am and 5 pm or any day this upcoming week between 10 am and 3 pm. We will also be doing some planting in our garden if that interest you more. You can  email the FoodShare Coordinator at iegrla@rit.edu if you plan on stopping by or just drop in. I look forward to getting all this food on the shelves for those in need.
added_photos,15,6,Turkey and regular meatballs, mini roast beef and turkey sandwiches, cheese, crackers and veggies for the taking! In the School of Interactive Games and Media Main Office (Golisano 2145) until 5pm.
shared_story,21,5,The RIT FoodShare Center mentioned on Time Warner Cable news today! https://www.facebook.com/RITResLife/posts/1120162994671449
added_photos,19,4,Potatoes, baked ziti, and salad in the Sol activity room until 8 from GBGB!
null,15,4,Free ice cream and popsicles in the Ellingson quad! Come quick, starting to melt ;)
null,12,2,Here is a sneak peak at our new shelving set up thanks to a donation from Richard Rowe of Rowe Photo and the Housing Operations Facilities staff who installed it last week!  Thank you both!  #RITHousingOperations
null,8,3,The RIT FoodShare Center has bunches of Bananas which need to go. This is not even half of them. Stop by today after 10 am to pick some up.
null,20,3,Free nachos in Sol! Come on over and take a study break!
null,15,2,Golisano third floor Free cake!
null,17,1,Raisins, yogurt and peaches and applesauce in Stan Mckenzie commons.
added_photos,11,6,Right here... right now... Monroe Hall Room 2030 above Artesanos.
null,17,7,Free Bagels in Gosnell A Level
null,12,7,New delivery of bagels just arrived to FoodShare! Stop by now until 5 to get yours!
null,16,6,Just got the word: Lots of good Friday evening food:  ~ McKenzie Commons in CLA - loads of heavy hors douvres - meatballs, appetizers ~ Wallace Library, 1st floor - cake and veggies ~ Fireside Lounge - more heavy hors douvres and loads of sweet things  Sorry I don't have photos! May 13, 4:30 pm
null,15,6,null
null,13,6,Wraps and cake outside Tina William's office 2nd floor Gosnell
null,11,6,LOTS of free pizza in Saunders!  Veg and meat options
null,9,6,Are you tired of bagels and donuts yet?? Thought not. Stop by the FoodShare Center today after 10 am to pick some up.
null,21,5,Free pizza cola 3rd floor!  Gluten free cheese, pepperoni, ND veggie
null,12,5,Got some time on your hands?  Would you like to volunteer at the RIT FoodShare Center?  We are in need of volunteers to help us weed the existing FoodShare Garden in preparation of the arrival of our new sustainable compost, coconut husk, vermiculite growing material.  Stop by the FoodShare Center today or tomorrow from 10am-3pm or 5-7pm to volunteer!
added_photos,15,5,Stop by between 5 and 7 this afternoon for Free Bagels and Donuts at the RIT Foodshare!
added_photos,13,5,Hillel will be giving out falafel sandwiches outside the campus center until 2pm today. Come on by.
null,19,3,The beginning stages of the RIT FoodShare Garden...thank you Craig Hauschild for your efforts!
null,18,3,Leftovers from the Leadership Institute Closing Dinner. Campus Center front desk!
null,14,2,The RIT FoodShare Center is undergoing some exciting renovations and we are in need of volunteers in this week and next week to assist.  Are you interested in volunteering an hour or two of your time?  We will be renovating the Sharing Room and need to temporarily move the shelving and donations into the outer lounge area and we will be creating and planting a raised bed FoodShare Garden.   If you are willing to volunteer your time, please contact our Graduate Coordinator at iegrla@rit.edu or stop by the FoodShare Center when we are open: Mon-Fri - 10am-3pm & 5-7pm and Sat - 10am-5pm.  We definitely need volunteers tonight from 5-7pm to help empty the Sharing Room to ready it for new shelving tomorrow.
null,8,3,The FoodShare Center again has donuts and lots of other new items. They'll be going fast, stop by today after 10 am to pick some up.
added_photos,17,2,Free fruit, vegetables, cookies, and drinks at the Campus Center welcome desk.
null,17,2,Got extra dining debit?  Please consider donating to the RIT FoodShare Center - either directly at 113 Riverknoll or various donation boxes including outside the NRH Post Office and outside Alumni Relations in Crossroads or through the Goodbye, Good Buy program.
added_photos,11,2,Oikos Yogurt available in the Wellness Center (second floor of August Center). Stop in and see Ellen Dallimore to get some. We are open until 4pm!
null,10,5,Doughnuts here, doughnuts there...DOUGHNUTS EVERYWHERE! Stop by the foodshare office today and grab a couple to help give that boost during studying for finals!
null,17,5,Donuts donuts donuts !!! FREE - 14623  We are open here till 7pm.. Get some donuts
null,18,5,null
null,18,5,Fresh produce at the RIT Foodshare! If you can't make it by 7pm tonight, come by tomorrow after 10am! Located by the riverknoll laundry room.
shared_story,13,5,There is still time to assist with a national research effort on Food Insecurity on college campuses...   The College and University Food Bank Alliance which RIT is a member of is conducting the first comprehensive national survey on food insecurity among college students. Given the rising profile of campus food issues, it’s time for a serious national analysis of this problem. This survey will help answer the outstanding question of how many students nationwide suffer from food insecurity. This research project is being managed by a coalition of student organizations, including the College and University Food Bank Alliance, the National Student Campaign Against Hunger and Homelessness, the Student PIRGs, and the Student Government Resource Center.  How You Can Help  You can join this important effort by taking charge of the survey on your campus. Please complete by 5/15/16!  They would appreciate 100 responses per campus  https://www.surveygizmo.com/s3/2699355/Food-Insecurity-at-RIT?__output=kiosk
